Entity,Code,Year,Annual CO2 emissions from gas
Romania,ROU,2015,22373113
Romania,ROU,2016,22498482
Romania,ROU,2017,22600329
Romania,ROU,2018,22557693
Romania,ROU,2019,21234692
Russia,RUS,1921,27344
Russia,RUS,1922,24856
Russia,RUS,1923,17395
Russia,RUS,1924,144575
Russia,RUS,1925,243749
Russia,RUS,1926,289860
Russia,RUS,1927,302602
Russia,RUS,1928,333214
Russia,RUS,1929,412314
Russia,RUS,1930,513578
Russia,RUS,1931,845743
Russia,RUS,1932,1026381
Russia,RUS,1933,1213546
Russia,RUS,1934,1570069
Russia,RUS,1935,1852432
Russia,RUS,1936,2312297
Russia,RUS,1937,2454137
Russia,RUS,1938,2476614
Russia,RUS,1939,2476890
Russia,RUS,1940,3634846
Russia,RUS,1945,3707010
Russia,RUS,1946,4241485
Russia,RUS,1947,5191407
Russia,RUS,1948,5730487
Russia,RUS,1949,5922941
Russia,RUS,1950,7809509
Russia,RUS,1951,8452751
Russia,RUS,1952,8600521
Russia,RUS,1953,9226805
Russia,RUS,1954,10074391
Russia,RUS,1955,12058731
Russia,RUS,1956,16228780
Russia,RUS,1957,25264279
Russia,RUS,1958,37487054
Russia,RUS,1959,47634709
Russia,RUS,1960,60456781
Russia,RUS,1961,78250163
Russia,RUS,1962,97041867
Russia,RUS,1963,118671303
Russia,RUS,1964,144085073
Russia,RUS,1965,166605166
Russia,RUS,1966,184569926
Russia,RUS,1967,201732483
Russia,RUS,1968,218282914
Russia,RUS,1969,233330056
Russia,RUS,1970,216486652
Russia,RUS,1971,244557379
Russia,RUS,1972,257049579
Russia,RUS,1973,271461403
Russia,RUS,1974,287443044
Russia,RUS,1975,313457080
Russia,RUS,1976,344559198
Russia,RUS,1977,369342119
Russia,RUS,1978,387032208
Russia,RUS,1979,411782391
Russia,RUS,1980,430011658
Russia,RUS,1981,460241022
Russia,RUS,1982,487106902
Russia,RUS,1983,522797440
Russia,RUS,1984,565858535
Russia,RUS,1985,622124724
Russia,RUS,1986,601702833
Russia,RUS,1987,692173708
Russia,RUS,1988,738753619
Russia,RUS,1989,741167436
Russia,RUS,1990,787971744
Russia,RUS,1991,754748709
Russia,RUS,1992,774149795
Russia,RUS,1993,781479886
Russia,RUS,1994,732784626
Russia,RUS,1995,699429401
Russia,RUS,1996,699631315
Russia,RUS,1997,669081408
Russia,RUS,1998,673280615
Russia,RUS,1999,686404648
Russia,RUS,2000,681432377
Russia,RUS,2001,693013366
Russia,RUS,2002,702371736
Russia,RUS,2003,734919231
Russia,RUS,2004,742806465
Russia,RUS,2005,745182869
Russia,RUS,2006,765525718
Russia,RUS,2007,777797181
Russia,RUS,2008,778187257
Russia,RUS,2009,730871996
Russia,RUS,2010,792562895
Russia,RUS,2011,815655703
Russia,RUS,2012,804973974
Russia,RUS,2013,780451615
Russia,RUS,2014,772750613
Russia,RUS,2015,737451951
Russia,RUS,2016,751157988
Russia,RUS,2017,779283684
Russia,RUS,2018,828215666
Russia,RUS,2019,809653052
Rwanda,RWA,1979,3664
Rwanda,RWA,1980,3637
Rwanda,RWA,1981,3664
Rwanda,RWA,1982,3642
Rwanda,RWA,1983,3664
Rwanda,RWA,1999,3638
Rwanda,RWA,2000,3664
Rwanda,RWA,2011,3664
Rwanda,RWA,2012,3664
Rwanda,RWA,2013,3681
Rwanda,RWA,2014,7328
Rwanda,RWA,2015,10992
Rwanda,RWA,2016,54960
Rwanda,RWA,2017,36640
Rwanda,RWA,2018,37395
Rwanda,RWA,2019,41564
Saudi Arabia,SAU,1949,3663
Saudi Arabia,SAU,1962,21984
Saudi Arabia,SAU,1963,29297
Saudi Arabia,SAU,1964,1238432
Saudi Arabia,SAU,1965,1974896
Saudi Arabia,SAU,1966,2176416
Saudi Arabia,SAU,1967,2180080
Saudi Arabia,SAU,1968,3146980
Saudi Arabia,SAU,1969,3348896
Saudi Arabia,SAU,1971,3664
Saudi Arabia,SAU,1972,542244
Saudi Arabia,SAU,1973,945312
Saudi Arabia,SAU,1974,1036912
Saudi Arabia,SAU,1975,1055232
Saudi Arabia,SAU,1976,1113896
Saudi Arabia,SAU,1977,1161488
Saudi Arabia,SAU,1978,1161488
Saudi Arabia,SAU,1979,1231104
Saudi Arabia,SAU,1980,21943696
Saudi Arabia,SAU,1981,42648960
Saudi Arabia,SAU,1982,17180895
Saudi Arabia,SAU,1983,8408689
Saudi Arabia,SAU,1984,34903264
Saudi Arabia,SAU,1985,39088382
Saudi Arabia,SAU,1986,48335488
Saudi Arabia,SAU,1987,51405920
Saudi Arabia,SAU,1988,55813712
Saudi Arabia,SAU,1989,56580506
Saudi Arabia,SAU,1990,90815904
Saudi Arabia,SAU,1991,111495520
Saudi Arabia,SAU,1992,113519510
Saudi Arabia,SAU,1993,119721200
Saudi Arabia,SAU,1994,124521040
Saudi Arabia,SAU,1995,75897284
Saudi Arabia,SAU,1996,79219344
Saudi Arabia,SAU,1997,82480304
Saudi Arabia,SAU,1998,83901936
Saudi Arabia,SAU,1999,82403360
Saudi Arabia,SAU,2000,88182581
Saudi Arabia,SAU,2001,81252864
Saudi Arabia,SAU,2002,94937904
Saudi Arabia,SAU,2003,97902080
Saudi Arabia,SAU,2004,119243769
Saudi Arabia,SAU,2005,127254384
Saudi Arabia,SAU,2006,135000080
Saudi Arabia,SAU,2007,113477744
Saudi Arabia,SAU,2008,125151248
Saudi Arabia,SAU,2009,119592960
Saudi Arabia,SAU,2010,137077568
Saudi Arabia,SAU,2011,139616720
Saudi Arabia,SAU,2012,151587008
Saudi Arabia,SAU,2013,153199168
Saudi Arabia,SAU,2014,159128503
Saudi Arabia,SAU,2015,200497744
Saudi Arabia,SAU,2016,212801456
Saudi Arabia,SAU,2017,220748672
Saudi Arabia,SAU,2018,226506900
Saudi Arabia,SAU,2019,229627252
Senegal,SEN,1988,14656
Senegal,SEN,1989,14656
Senegal,SEN,1990,10992
Senegal,SEN,1991,7328
Senegal,SEN,1992,3664
Senegal,SEN,1993,25648
Senegal,SEN,1994,36675
Senegal,SEN,1995,91600
Senegal,SEN,1996,84272
Senegal,SEN,1997,44018
Senegal,SEN,1998,40260
Senegal,SEN,1999,10992
Senegal,SEN,2002,7328
Senegal,SEN,2003,21968
Senegal,SEN,2004,25648
Senegal,SEN,2005,25648
Senegal,SEN,2006,21984
Senegal,SEN,2007,21984
Senegal,SEN,2008,21984
Senegal,SEN,2009,32976
Senegal,SEN,2010,47632
Senegal,SEN,2011,36657
Senegal,SEN,2012,54960
Senegal,SEN,2013,84311
Senegal,SEN,2014,73280
Senegal,SEN,2015,47632
Senegal,SEN,2016,43968
Senegal,SEN,2017,36640
Senegal,SEN,2018,38805
Senegal,SEN,2019,39777
Serbia,SRB,1929,1315
Serbia,SRB,1930,2663
Serbia,SRB,1931,3989
Serbia,SRB,1932,1343
Serbia,SRB,1936,1345
Serbia,SRB,1937,1332
Serbia,SRB,1938,1295
Serbia,SRB,1939,1294
Serbia,SRB,1945,1294
Serbia,SRB,1946,3884
Serbia,SRB,1947,7810
Serbia,SRB,1948,5197
Serbia,SRB,1949,5204
Serbia,SRB,1950,25941
Serbia,SRB,1951,21871
Serbia,SRB,1952,24280
Serbia,SRB,1953,45733
Serbia,SRB,1954,48158
Serbia,SRB,1955,58801
Serbia,SRB,1956,65524
Serbia,SRB,1957,72816
Serbia,SRB,1958,80048
Serbia,SRB,1959,85804
Serbia,SRB,1960,96175
Serbia,SRB,1961,112597
Serbia,SRB,1962,117595
Serbia,SRB,1963,146330
Serbia,SRB,1964,201042
Serbia,SRB,1965,300361
Serbia,SRB,1966,325187
Serbia,SRB,1967,395313
Serbia,SRB,1968,508908
Serbia,SRB,1969,648299
Serbia,SRB,1970,890186
Serbia,SRB,1971,1009685
Serbia,SRB,1972,1240756
Serbia,SRB,1973,1450204
Serbia,SRB,1974,1564102
Serbia,SRB,1975,1558988
Serbia,SRB,1976,1670132
Serbia,SRB,1977,1852726
Serbia,SRB,1978,2138234
Serbia,SRB,1979,2584764
Serbia,SRB,1980,3259269
Serbia,SRB,1981,3348872
Serbia,SRB,1982,3678144
Serbia,SRB,1983,3761089
Serbia,SRB,1984,4327891
Serbia,SRB,1985,4413487
Serbia,SRB,1986,4660798
Serbia,SRB,1987,5227660
Serbia,SRB,1988,5339044
Serbia,SRB,1989,5605562
Serbia,SRB,1990,5225502
Serbia,SRB,1991,4775939
Serbia,SRB,1992,5184749
Serbia,SRB,1993,3395650
Serbia,SRB,1994,1524430
Serbia,SRB,1995,2042846
Serbia,SRB,1996,5125073
Serbia,SRB,1997,5095956
Serbia,SRB,1998,4574976
Serbia,SRB,1999,3305026
Serbia,SRB,2000,3499307
Serbia,SRB,2001,3953735
Serbia,SRB,2002,3977524
Serbia,SRB,2003,4161830
Serbia,SRB,2004,5284541
Serbia,SRB,2005,4456472
Serbia,SRB,2006,4558016
Serbia,SRB,2007,4601984
Serbia,SRB,2008,4580000
Serbia,SRB,2009,3191344
Serbia,SRB,2010,4242570
Serbia,SRB,2011,4352832
Serbia,SRB,2012,3839872
Serbia,SRB,2013,4272224
Serbia,SRB,2014,3682320
Serbia,SRB,2015,4004416
Serbia,SRB,2016,4327536
Serbia,SRB,2017,4843808
Serbia,SRB,2018,4863155
Serbia,SRB,2019,4939422
Singapore,SGP,1992,916000
Singapore,SGP,1993,2726016
Singapore,SGP,1994,3249968
Singapore,SGP,1995,3381872
Singapore,SGP,1996,3015695
Singapore,SGP,1997,2975168
Singapore,SGP,1998,3257296
Singapore,SGP,1999,2652736
Singapore,SGP,2000,2707696
Singapore,SGP,2001,4088721
Singapore,SGP,2002,6635504
Singapore,SGP,2003,10262864
Singapore,SGP,2004,12099474
Singapore,SGP,2005,12747056
Singapore,SGP,2006,13747328
Singapore,SGP,2007,14721952
Singapore,SGP,2008,15070032
Singapore,SGP,2009,13710688
Singapore,SGP,2010,14857520
Singapore,SGP,2011,15007744
Singapore,SGP,2012,16275488
Singapore,SGP,2013,18323664
Singapore,SGP,2014,19214016
Singapore,SGP,2015,19554768
Singapore,SGP,2016,20045744
Singapore,SGP,2017,20153774
Singapore,SGP,2018,20153414
Singapore,SGP,2019,20899471
Slovakia,SVK,1929,2162
Slovakia,SVK,1930,2146
Slovakia,SVK,1936,2148
Slovakia,SVK,1937,2147
Slovakia,SVK,1938,2162
Slovakia,SVK,1940,2160
Slovakia,SVK,1941,2159
Slovakia,SVK,1945,2162
Slovakia,SVK,1946,2152
Slovakia,SVK,1950,38169
Slovakia,SVK,1951,78417
Slovakia,SVK,1952,126868
Slovakia,SVK,1953,168989
Slovakia,SVK,1954,172918
Slovakia,SVK,1955,172858
Slovakia,SVK,1956,275489
Slovakia,SVK,1957,810343
Slovakia,SVK,1958,1295468
Slovakia,SVK,1959,1521679
Slovakia,SVK,1960,1474912
Slovakia,SVK,1961,1438180
Slovakia,SVK,1962,1215004
Slovakia,SVK,1963,1138415
Slovakia,SVK,1964,1069840
Slovakia,SVK,1965,961916
Slovakia,SVK,1966,1061865
Slovakia,SVK,1967,1282248
Slovakia,SVK,1968,1553105
Slovakia,SVK,1969,1896324
Slovakia,SVK,1970,2059575
Slovakia,SVK,1971,2357658
Slovakia,SVK,1972,2563373
Slovakia,SVK,1973,2745352
Slovakia,SVK,1974,3331546
Slovakia,SVK,1975,3680604
Slovakia,SVK,1976,4141538
Slovakia,SVK,1977,5159156
Slovakia,SVK,1978,5791340
Slovakia,SVK,1979,6270733
Slovakia,SVK,1980,7858725
Slovakia,SVK,1981,6922064
Slovakia,SVK,1982,7386512
Slovakia,SVK,1983,7378861
Slovakia,SVK,1984,8153670
Slovakia,SVK,1985,8161962
Slovakia,SVK,1986,9082692
Slovakia,SVK,1987,9146405
Slovakia,SVK,1988,9190301
Slovakia,SVK,1989,10127592
Slovakia,SVK,1990,12239404
Slovakia,SVK,1991,11940535
Slovakia,SVK,1992,12021816
Slovakia,SVK,1993,11554061
Slovakia,SVK,1994,11204342
Slovakia,SVK,1995,12399601
Slovakia,SVK,1996,13034880
Slovakia,SVK,1997,13289181
Slovakia,SVK,1998,13660349
Slovakia,SVK,1999,13868410
Slovakia,SVK,2000,13653135
Slovakia,SVK,2001,14410537
Slovakia,SVK,2002,13514282
Slovakia,SVK,2003,13144154
Slovakia,SVK,2004,12906505
Slovakia,SVK,2005,13147241
Slovakia,SVK,2006,12239938
Slovakia,SVK,2007,11382871
Slovakia,SVK,2008,11772301
Slovakia,SVK,2009,10409862
Slovakia,SVK,2010,11049382
Slovakia,SVK,2011,10424417
Slovakia,SVK,2012,10060666
Slovakia,SVK,2013,10235812
Slovakia,SVK,2014,8485533
Slovakia,SVK,2015,8713932
Slovakia,SVK,2016,8849510
Slovakia,SVK,2017,9390006
Slovakia,SVK,2018,9358968
Slovakia,SVK,2019,9574552
Slovenia,SVN,1929,522
Slovenia,SVN,1930,1023
Slovenia,SVN,1931,1529
Slovenia,SVN,1932,503
Slovenia,SVN,1936,502
Slovenia,SVN,1937,508
Slovenia,SVN,1938,532
Slovenia,SVN,1939,534
Slovenia,SVN,1945,536
Slovenia,SVN,1946,1600
Slovenia,SVN,1947,3166
Slovenia,SVN,1948,2121
Slovenia,SVN,1949,2115
Slovenia,SVN,1950,9318
Slovenia,SVN,1951,7836
Slovenia,SVN,1952,8980
Slovenia,SVN,1953,15835
Slovenia,SVN,1954,16975
Slovenia,SVN,1955,21048
Slovenia,SVN,1956,23560
Slovenia,SVN,1957,25763
Slovenia,SVN,1958,28009
Slovenia,SVN,1959,29814
Slovenia,SVN,1960,32856
Slovenia,SVN,1961,38733
Slovenia,SVN,1962,39763
Slovenia,SVN,1963,48889
Slovenia,SVN,1964,66217
Slovenia,SVN,1965,93494
Slovenia,SVN,1966,96073
Slovenia,SVN,1967,105548
Slovenia,SVN,1968,128270
Slovenia,SVN,1969,157711
Slovenia,SVN,1970,213984
Slovenia,SVN,1971,249943
Slovenia,SVN,1972,310508
Slovenia,SVN,1973,307513
Slovenia,SVN,1974,338002
Slovenia,SVN,1975,345347
Slovenia,SVN,1976,359931
Slovenia,SVN,1977,390076
Slovenia,SVN,1978,422953
Slovenia,SVN,1979,499415
Slovenia,SVN,1980,634092
Slovenia,SVN,1981,787990
Slovenia,SVN,1982,823723
Slovenia,SVN,1983,878605
Slovenia,SVN,1984,1054388
Slovenia,SVN,1985,1084697
Slovenia,SVN,1986,1118423
Slovenia,SVN,1987,1269277
Slovenia,SVN,1988,1269397
Slovenia,SVN,1989,1359653
Slovenia,SVN,1990,1728039
Slovenia,SVN,1991,1755848
Slovenia,SVN,1992,1467189
Slovenia,SVN,1993,1463501
Slovenia,SVN,1994,1510924
Slovenia,SVN,1995,1520485
Slovenia,SVN,1996,1622118
Slovenia,SVN,1997,1566635
Slovenia,SVN,1998,1624133
Slovenia,SVN,1999,1662844
Slovenia,SVN,2000,1694816
Slovenia,SVN,2001,1736359
Slovenia,SVN,2002,1696971
Slovenia,SVN,2003,1863273
Slovenia,SVN,2004,1874196
Slovenia,SVN,2005,1900795
Slovenia,SVN,2006,1874887
Slovenia,SVN,2007,1858272
Slovenia,SVN,2008,1849443
Slovenia,SVN,2009,1757917
Slovenia,SVN,2010,1854059
Slovenia,SVN,2011,1725436
Slovenia,SVN,2012,1660543
Slovenia,SVN,2013,1620495
Slovenia,SVN,2014,1467209
Slovenia,SVN,2015,1554896
Slovenia,SVN,2016,1649646
Slovenia,SVN,2017,1727272
Slovenia,SVN,2018,1694370
Slovenia,SVN,2019,1701629
South Africa,ZAF,1990,3444160
South Africa,ZAF,1991,3491792
South Africa,ZAF,1992,3517440
South Africa,ZAF,1993,3924144
South Africa,ZAF,1994,3924186
South Africa,ZAF,1995,3924144
South Africa,ZAF,1996,3532096
South Africa,ZAF,1997,3154704
South Africa,ZAF,1998,2656400
South Africa,ZAF,1999,3473472
South Africa,ZAF,2000,3198672
South Africa,ZAF,2001,4154976
South Africa,ZAF,2002,4122000
South Africa,ZAF,2003,2469558
South Africa,ZAF,2004,6364368
South Africa,ZAF,2005,6313072
South Africa,ZAF,2006,6126158
South Africa,ZAF,2007,7892318
South Africa,ZAF,2008,8119484
South Africa,ZAF,2009,7038493
South Africa,ZAF,2010,8866880
South Africa,ZAF,2011,8800928
South Africa,ZAF,2012,9255191
South Africa,ZAF,2013,9383504
South Africa,ZAF,2014,9042752
South Africa,ZAF,2015,9966080
South Africa,ZAF,2016,10123632
South Africa,ZAF,2017,9753568
South Africa,ZAF,2018,9838749
South Africa,ZAF,2019,9421118
South America,,1914,3666
South America,,1915,10998
South America,,1916,14667
South America,,1917,25648
South America,,1918,29312
South America,,1919,29312
South America,,1920,36640
South America,,1921,47632
South America,,1922,62257
South America,,1923,76977
South America,,1924,128240
South America,,1925,937984
South America,,1926,293215
South America,,1927,260215
South America,,1928,296784
South America,,1929,1479727
South America,,1930,454336
South America,,1931,564256
South America,,1932,1845634
South America,,1933,3271597
South America,,1934,2432896
South America,,1935,3293462
South America,,1936,3244966
South America,,1937,4757397
South America,,1938,4920867
South America,,1939,2004636
South America,,1940,2242580
South America,,1941,3491792
South America,,1942,3224365
South America,,1943,3030868
South America,,1944,3772481
South America,,1945,3851671
South America,,1946,3971767
South America,,1947,4565788
South America,,1948,4045391
South America,,1949,4547206
South America,,1950,2432796
South America,,1951,4517712
South America,,1952,5276071
South America,,1953,5807439
South America,,1954,6488387
South America,,1955,7137470
South America,,1956,7727093
South America,,1957,9196981
South America,,1958,9877555
South America,,1959,11113245
South America,,1960,12893560
South America,,1961,15278888
South America,,1962,17291155
South America,,1963,19184175
South America,,1964,21580889
South America,,1965,23461336
South America,,1966,25340022
South America,,1967,27130024
South America,,1968,28726592
South America,,1969,29512225
South America,,1970,35122688
South America,,1971,37167058
South America,,1972,39456377
South America,,1973,45012240
South America,,1974,46822929
South America,,1975,47246695
South America,,1976,46399686
South America,,1977,50241840
South America,,1978,52083859
South America,,1979,58760554
South America,,1980,64456891
South America,,1981,64831530
South America,,1982,70134639
South America,,1983,75901390
South America,,1984,81254227
South America,,1985,81372362
South America,,1986,88540369
South America,,1987,95106269
South America,,1988,103556732
South America,,1989,103584457
South America,,1990,107216798
South America,,1991,111801328
South America,,1992,89969573
South America,,1993,103999546
South America,,1994,117241888
South America,,1995,134613465
South America,,1996,149509031
South America,,1997,160550815
South America,,1998,178164839
South America,,1999,184619634
South America,,2000,172511088
South America,,2001,179632166
South America,,2002,179584308
South America,,2003,183881821
South America,,2004,206784150
South America,,2005,210756131
South America,,2006,210264142
South America,,2007,207961312
South America,,2008,219326278
South America,,2009,212960149
South America,,2010,239102049
South America,,2011,241828372
South America,,2012,258881638
South America,,2013,263933580
South America,,2014,274393507
South America,,2015,275107511
South America,,2016,270481569
South America,,2017,270616680
South America,,2018,263686159
South America,,2019,255665464
South Korea,KOR,1986,146560
South Korea,KOR,1987,4334512
South Korea,KOR,1988,5609491
South Korea,KOR,1989,5422720
South Korea,KOR,1990,6236128
South Korea,KOR,1991,7214416
South Korea,KOR,1992,9288120
South Korea,KOR,1993,11842048
South Korea,KOR,1994,15711232
South Korea,KOR,1995,19049136
South Korea,KOR,1996,24977716
South Korea,KOR,1997,30506464
South Korea,KOR,1998,28586528
South Korea,KOR,1999,34808000
South Korea,KOR,2000,38926657
South Korea,KOR,2001,42890784
South Korea,KOR,2002,48537008
South Korea,KOR,2003,50361680
South Korea,KOR,2004,57869216
South Korea,KOR,2005,62647072
South Korea,KOR,2006,65695520
South Korea,KOR,2007,71311900
South Korea,KOR,2008,72811008
South Korea,KOR,2009,72573376
South Korea,KOR,2010,88416561
South Korea,KOR,2011,95172400
South Korea,KOR,2012,102933403
South Korea,KOR,2013,108970345
South Korea,KOR,2014,98716109
South Korea,KOR,2015,90042800
South Korea,KOR,2016,94542192
South Korea,KOR,2017,98891945
South Korea,KOR,2018,114886080
South Korea,KOR,2019,111235105
Spain,ESP,1913,43968
Spain,ESP,1914,29312
Spain,ESP,1915,36640
Spain,ESP,1916,139232
Spain,ESP,1917,95264
Spain,ESP,1918,106256
Spain,ESP,1919,58611
Spain,ESP,1920,98928
Spain,ESP,1921,98928
Spain,ESP,1922,54947
Spain,ESP,1926,58624
Spain,ESP,1927,161188
Spain,ESP,1930,293075
Spain,ESP,1931,315104
Spain,ESP,1932,333424
Spain,ESP,1933,344416
Spain,ESP,1934,351744
Spain,ESP,1935,362736
Spain,ESP,1936,340597
Spain,ESP,1937,260144
Spain,ESP,1938,271136
Spain,ESP,1939,322432
Spain,ESP,1940,395712
Spain,ESP,1941,227168
Spain,ESP,1942,300448
Spain,ESP,1943,344416
Spain,ESP,1944,381002
Spain,ESP,1945,362736
Spain,ESP,1946,384720
Spain,ESP,1947,410368
Spain,ESP,1948,447008
Spain,ESP,1949,490926
Spain,ESP,1963,3664
Spain,ESP,1964,3664
Spain,ESP,1965,7328
Spain,ESP,1966,14656
Spain,ESP,1967,7328
Spain,ESP,1968,3664
Spain,ESP,1969,128235
Spain,ESP,1970,164875
Spain,ESP,1971,817072
Spain,ESP,1972,1626775
Spain,ESP,1973,2158096
Spain,ESP,1974,2070160
Spain,ESP,1975,2539203
Spain,ESP,1976,3312256
Spain,ESP,1977,3066768
Spain,ESP,1978,3088808
Spain,ESP,1979,3506385
Spain,ESP,1980,3986432
Spain,ESP,1981,4407714
Spain,ESP,1982,4788848
Spain,ESP,1983,5038000
Spain,ESP,1984,4785184
Spain,ESP,1985,5382514
Spain,ESP,1986,5023247
Spain,ESP,1987,5485008
Spain,ESP,1988,7507674
Spain,ESP,1989,10123796
Spain,ESP,1990,12039580
Spain,ESP,1991,13428913
Spain,ESP,1992,14552338
Spain,ESP,1993,14157779
Spain,ESP,1994,15174672
Spain,ESP,1995,18843577
Spain,ESP,1996,21187190
Spain,ESP,1997,27374661
Spain,ESP,1998,28419342
Spain,ESP,1999,32460890
Spain,ESP,2000,37053878
Spain,ESP,2001,39781333
Spain,ESP,2002,45035097
Spain,ESP,2003,51273565
Spain,ESP,2004,58849138
Spain,ESP,2005,68909740
Spain,ESP,2006,74006220
Spain,ESP,2007,75619355
Spain,ESP,2008,82537572
Spain,ESP,2009,73680481
Spain,ESP,2010,73630067
Spain,ESP,2011,68035715
Spain,ESP,2012,65081315
Spain,ESP,2013,59067903
Spain,ESP,2014,54254613
Spain,ESP,2015,56598825
Spain,ESP,2016,57658651
Spain,ESP,2017,62539011
Spain,ESP,2018,61873083
Spain,ESP,2019,70999649
Suriname,SUR,2001,7328
Suriname,SUR,2002,7328
Suriname,SUR,2003,7346
Suriname,SUR,2004,7345
Suriname,SUR,2005,7328
Suriname,SUR,2006,7328
Suriname,SUR,2007,7328
Suriname,SUR,2008,7328
Suriname,SUR,2009,7328
Suriname,SUR,2010,7328
Suriname,SUR,2011,7328
Suriname,SUR,2012,7328
Suriname,SUR,2013,7328
Suriname,SUR,2014,7328
Suriname,SUR,2015,7318
Suriname,SUR,2016,7328
Suriname,SUR,2017,7317
Suriname,SUR,2018,7683
Suriname,SUR,2019,7653
Sweden,SWE,1985,157552
Sweden,SWE,1986,414032
Sweden,SWE,1987,553230
Sweden,SWE,1988,710816
Sweden,SWE,1989,948976
Sweden,SWE,1990,1597949
Sweden,SWE,1991,1725869
Sweden,SWE,1992,2008556
Sweden,SWE,1993,2079081
Sweden,SWE,1994,2043969
Sweden,SWE,1995,2078224
Sweden,SWE,1996,2243385
Sweden,SWE,1997,2274088
Sweden,SWE,1998,2253023
Sweden,SWE,1999,2182981
Sweden,SWE,2000,2104548
Sweden,SWE,2001,2425471
Sweden,SWE,2002,2470614
Sweden,SWE,2003,2291989
Sweden,SWE,2004,2227382
Sweden,SWE,2005,1894691
Sweden,SWE,2006,2073611
Sweden,SWE,2007,2182479
Sweden,SWE,2008,1907057
Sweden,SWE,2009,2505296
Sweden,SWE,2010,3457853
Sweden,SWE,2011,2745183
Sweden,SWE,2012,2382761
Sweden,SWE,2013,2357295
Sweden,SWE,2014,2241714
Sweden,SWE,2015,1963816
Sweden,SWE,2016,2253600
Sweden,SWE,2017,1804110
Sweden,SWE,2018,1879234
Sweden,SWE,2019,1939038
Switzerland,CHE,1967,3664
Switzerland,CHE,1968,21984
Switzerland,CHE,1969,25646
Switzerland,CHE,1970,84280
Switzerland,CHE,1971,201520
Switzerland,CHE,1972,256480
Switzerland,CHE,1973,348080
Switzerland,CHE,1974,736464
Switzerland,CHE,1975,1183472
Switzerland,CHE,1976,1238432
Switzerland,CHE,1977,1414304
Switzerland,CHE,1978,1553401
Switzerland,CHE,1979,1736576
Switzerland,CHE,1980,1982403
Switzerland,CHE,1981,2139776
Switzerland,CHE,1982,2260462
Switzerland,CHE,1983,2483965
Switzerland,CHE,1984,2770243
Switzerland,CHE,1985,2901888
Switzerland,CHE,1986,2971504
Switzerland,CHE,1987,3184016
Switzerland,CHE,1988,3206000
Switzerland,CHE,1989,3488452
Switzerland,CHE,1990,3878421
Switzerland,CHE,1991,4334708
Switzerland,CHE,1992,4545026
Switzerland,CHE,1993,4756969
Switzerland,CHE,1994,4683955
Switzerland,CHE,1995,5144886
Switzerland,CHE,1996,5585914
Switzerland,CHE,1997,5404874
Switzerland,CHE,1998,5566648
Switzerland,CHE,1999,5776710
Switzerland,CHE,2000,5757732
Switzerland,CHE,2001,5996932
Switzerland,CHE,2002,5895898
Switzerland,CHE,2003,6230044
Switzerland,CHE,2004,6442087
Switzerland,CHE,2005,6614130
Switzerland,CHE,2006,6439496
Switzerland,CHE,2007,6276642
Switzerland,CHE,2008,6682581
Switzerland,CHE,2009,6403021
Switzerland,CHE,2010,7159812
Switzerland,CHE,2011,6363617
Switzerland,CHE,2012,6958792
Switzerland,CHE,2013,7314347
Switzerland,CHE,2014,6355530
Switzerland,CHE,2015,6779997
Switzerland,CHE,2016,7131181
Switzerland,CHE,2017,7088963
Switzerland,CHE,2018,6684904
Switzerland,CHE,2019,6846235
Syria,SYR,1969,190528
Syria,SYR,1976,223444
Syria,SYR,1977,69599
Syria,SYR,1978,65952
Syria,SYR,1979,69605
Syria,SYR,1980,91600
Syria,SYR,1981,91600
Syria,SYR,1982,95278
Syria,SYR,1983,146579
Syria,SYR,1984,249124
Syria,SYR,1985,296784
Syria,SYR,1986,747369
Syria,SYR,1987,736389
Syria,SYR,1988,1736736
Syria,SYR,1989,2846626
Syria,SYR,1990,3132720
Syria,SYR,1991,3656672
Syria,SYR,1992,3781248
Syria,SYR,1993,3744910
Syria,SYR,1994,4059391
Syria,SYR,1995,5118608
Syria,SYR,1996,5452502
Syria,SYR,1997,8456512
Syria,SYR,1998,10940704
Syria,SYR,1999,11200848
Syria,SYR,2000,11313615
Syria,SYR,2001,10365456
Syria,SYR,2002,12612683
Syria,SYR,2003,12702223
Syria,SYR,2004,13167463
Syria,SYR,2005,11313605
Syria,SYR,2006,11683689
Syria,SYR,2007,11497632
Syria,SYR,2008,11200848
Syria,SYR,2009,13761166
Syria,SYR,2010,17858336
Syria,SYR,2011,15059040
Syria,SYR,2012,11961962
Syria,SYR,2013,9829508
Syria,SYR,2014,9085617
Syria,SYR,2015,7972864
Syria,SYR,2016,6954272
Syria,SYR,2017,6862672
Syria,SYR,2018,6590594
Syria,SYR,2019,7240439
Taiwan,TWN,1925,43932
Taiwan,TWN,1929,131904
Taiwan,TWN,1933,128240
Taiwan,TWN,1934,139232
Taiwan,TWN,1935,128240
Taiwan,TWN,1936,106256
Taiwan,TWN,1937,58624
Taiwan,TWN,1938,54960
Taiwan,TWN,1939,219840
Taiwan,TWN,1940,216176
Taiwan,TWN,1941,157625
Taiwan,TWN,1942,161308
Taiwan,TWN,1943,98872
Taiwan,TWN,1944,113584
Taiwan,TWN,1945,69616
Taiwan,TWN,1946,73186
Taiwan,TWN,1947,43968
Taiwan,TWN,1948,36610
Taiwan,TWN,1949,36610
